,year,data-year,cfips,county,state,microbusiness_density,pct_house_price_gt1mill,pct_house_price_500k_1mill,pct_house_price_250k_500k,pct_house_price_100k_250k,pct_housing_vacant,pct_housing_occupant_ratio_lt1,pct_housing_grapi_gt35,total_population,old_age_dependency_ratio,child_dependency_ratio,median_age,sex_ratio,pct_moved_from_abroad,pct_moved_outside_state,pct_moved_within_state,pct_moved_within_county,pct_households_married,avg_family_size,pct_unmarried_same_sex_households,pct_housing_owner_occupied,pct_divorced,pct_never_married,pct_k12_enrollment,pct_k12_public_students,pct_college_public_students,pct_college_enrollment,pct_with_scieng_degree,pct_with_libarts_degree,pct_with_business_degree,pct_multilingual,pct_below_poverty_level,pct_unemployed,pct_occupation_mbsa,pct_in_finance_industry,pct_in_arts_industry,pct_in_public_admin_industry,pct_employed_at_self_employed,pct_employed_at_non_profit,pct_employed_at_government,pct_housing_single_detached,pct_broadband,pct_college,pct_in_it_industry,median_hh_inc
7452,2021,2019,23015,Lincoln County,Maine,5.114992975,1.9184652278177456,12.949640287769784,26.85851318944844,56.11510791366906,36.0,98.9,39.9,34201,48.2,29.8,51.0,96.1,0.4,2.2,3.2,5.2,50.20213875847679,2.64,77.3,,13.9,22.4,94.02985074626864,84.1,63.5,19.0,37.5,28.2,9.4,2.7,12.3,3.8,35.1,3.823207110678193,9.442347497869232,4.9007670765859,18.9,12.4,13.5,76.7,80.2,18.3,2.0,57720.0
7453,2021,2019,23017,Oxford County,Maine,8.1820838,8.087091757387247,3.421461897356143,11.66407465007776,38.72472783825817,42.2,98.8,41.2,57550,35.4,31.2,47.0,97.8,0.2,2.0,3.2,7.7,51.36376417658637,3.2,76.0,,15.3,27.6,96.70516717325228,88.7,73.4,27.3,31.5,23.3,12.0,2.9,15.1,5.5,30.7,4.5372607678441295,11.233843439573503,3.3789744179802863,13.3,12.3,11.6,75.0,77.3,12.7,0.9,49204.0
7454,2021,2019,23019,Penobscot County,Maine,4.279446383333333,0.0,0.0,17.070484581497798,43.72246696035242,18.0,98.1,40.8,151774,28.3,28.8,42.0,98.3,0.3,2.9,3.2,9.6,46.26584722311603,2.85,65.3,,13.3,31.8,97.4294549671434,89.1,83.2,61.5,31.2,24.7,13.3,4.3,14.8,5.0,37.0,4.059647487733341,8.903264713138347,4.135029193278693,9.2,16.1,15.1,63.2,81.6,17.5,1.8,50808.0
7455,2021,2019,23021,Piscataquis County,Maine,3.442601358333333,0.0,0.0,8.064516129032258,43.81720430107527,54.6,98.2,37.2,16836,45.6,30.4,51.5,99.8,0.1,1.6,4.2,6.3,49.46619217081851,2.84,75.0,,17.8,23.8,97.12328767123287,83.8,66.5,28.7,29.8,18.0,15.0,3.4,18.5,6.3,29.5,2.57691707012338,4.497891613306263,5.700452912697173,12.1,12.2,16.1,73.8,68.9,12.9,1.6,40890.0
7456,2021,2019,23023,Sagadahoc County,Maine,5.3201309750000005,0.0,3.389830508474576,66.10169491525424,30.508474576271187,15.1,99.6,39.8,35452,36.8,32.2,46.9,95.7,0.2,1.5,5.0,4.6,51.32040050062579,2.7,73.3,,13.9,23.0,98.9699050696829,92.6,73.1,36.3,36.7,30.3,9.8,4.6,9.6,2.4,38.3,4.69636928349577,9.499839348827246,5.317553818142873,12.8,8.0,14.4,70.3,83.4,20.9,1.4,63694.0
7457,2021,2019,23025,Somerset County,Maine,2.319389625,0.0,0.0,5.856832971800434,42.0824295010846,30.9,97.4,46.9,50520,34.4,32.1,46.4,98.1,0.2,1.6,4.0,7.5,47.680690399137,2.81,71.7,,15.7,26.0,97.2237269772481,88.5,83.5,23.2,32.8,21.6,13.7,3.1,20.4,6.6,27.2,3.418569670449884,6.5590956743698445,3.965540817721865,11.4,11.4,12.8,70.9,76.0,11.7,1.3,44256.0
7458,2021,2019,23027,Waldo County,Maine,4.778545666666667,1.0389610389610389,3.636363636363636,30.129870129870127,31.68831168831169,23.2,97.8,37.2,39539,36.6,31.6,46.2,96.4,0.4,3.3,3.8,5.3,50.53956834532374,2.67,75.0,,14.2,24.6,95.51840654454918,87.7,53.8,33.8,33.5,29.0,11.7,3.9,13.5,5.5,37.8,6.395256498491185,6.649372650749114,4.341150934406269,16.3,13.3,11.9,73.3,80.3,20.1,1.2,51931.0
7459,2021,2019,23029,Washington County,Maine,3.463997175,0.0,0.0,13.333333333333334,34.04761904761905,41.0,99.1,31.6,31491,41.5,33.3,48.1,96.5,0.2,2.7,2.1,8.5,45.52969327822493,2.72,73.7,,15.5,25.7,97.77678968430412,89.5,81.4,31.3,33.5,26.7,13.2,6.0,18.9,7.0,29.2,3.3489778060615705,6.960464561291863,6.936600111367433,20.8,11.9,18.3,73.3,74.3,14.1,1.1,41347.0
7460,2021,2019,23031,York County,Maine,7.650856650000001,8.041237113402062,22.542955326460483,15.670103092783505,40.687285223367695,22.6,98.6,37.0,204316,32.5,31.0,45.2,95.2,0.3,3.7,2.1,6.5,51.655062475092016,2.87,71.5,,12.9,26.3,96.59710085329496,88.0,59.1,30.4,32.9,25.6,15.7,6.6,7.4,3.9,37.5,7.087366039974784,9.487521785886454,3.847294841843735,12.0,11.7,13.8,67.8,85.4,21.4,2.0,67830.0
7461,2021,2019,24001,Allegany County,Maryland,2.002960675,4.906937394247039,3.7225042301184432,14.04399323181049,21.658206429780037,16.7,98.7,42.8,71445,31.6,27.8,41.7,109.5,0.2,2.6,3.8,8.8,44.27533851600423,2.91,80.3,,13.1,34.6,96.61108705067129,93.2,95.4,55.5,34.4,20.8,15.0,4.0,16.5,7.4,30.5,4.626913152592698,11.077727899331943,7.5006185712770845,6.699999999999999,9.0,19.3,73.9,75.4,10.8,1.6,45893.0
7462,2021,2019,24003,Anne Arundel County,Maryland,7.1091085666666665,6.618531889290012,15.673886883273164,41.42599277978339,27.978339350180505,6.5,98.2,36.3,571275,22.8,35.4,38.3,97.9,0.6,3.3,3.6,7.4,53.79335983299494,3.16,80.9,,10.5,30.7,97.62614802809291,84.7,81.3,40.5,40.3,23.2,19.4,11.4,5.8,4.2,48.5,5.518068829730506,8.477241341591807,13.185528528651709,8.6,8.1,23.1,61.0,91.0,24.0,1.9,100798.0
7463,2021,2019,24005,Baltimore County,Maryland,6.593164158333334,2.044898866414759,7.490553456323627,31.6737052678373,53.67859524338742,7.0,98.3,41.0,828018,27.3,35.1,39.4,90.1,0.7,1.6,3.2,6.6,46.02815140390216,3.2,71.6,,10.5,34.2,96.18809404702353,81.5,76.9,51.4,35.8,22.5,20.2,14.8,9.0,4.8,44.4,7.827310233949237,8.184795072761878,8.130652197042238,8.5,11.3,17.4,47.8,86.3,22.6,2.0,76866.0
7464,2021,2019,24009,Calvert County,Maryland,5.45800145,7.198443579766536,6.420233463035019,48.249027237354085,38.13229571984436,9.1,99.3,38.9,91511,23.3,37.4,40.7,99.1,0.5,2.3,3.6,4.9,59.46579926813249,3.24,93.7,,10.8,28.4,96.73662501516438,91.8,78.5,35.4,38.1,24.0,17.7,4.2,4.6,4.2,43.1,4.244268959792256,8.060705391541262,17.56454737021349,8.1,5.5,29.1,85.9,90.2,18.0,1.5,109313.0
7465,2021,2019,24011,Caroline County,Maryland,2.865161841666667,0.0,0.0,20.229007633587788,50.0,11.5,97.1,39.9,33049,26.6,39.4,39.7,95.8,0.1,1.2,3.9,6.2,51.530272787757816,3.14,83.2,,10.8,31.0,96.86213991769549,94.7,88.3,28.4,30.7,23.3,13.6,8.3,13.9,4.9,32.1,4.08188662808786,6.577064277269616,6.608176218032481,13.3,9.0,17.4,80.4,80.1,10.5,1.4,58638.0
7466,2021,2019,24013,Carroll County,Maryland,28.497875583333336,8.1799591002045,0.0,20.449897750511248,47.648261758691206,4.4,99.0,40.9,167699,26.5,35.4,42.4,97.9,0.1,1.2,3.1,4.3,62.51357845880378,3.13,87.6,,9.3,25.9,97.4236091092534,85.7,65.4,47.1,37.3,21.0,19.2,5.0,5.2,3.3,45.7,7.394559065181669,6.494203030856308,8.496896111009677,9.4,7.6,19.5,77.7,86.7,22.5,2.4,96769.0
7467,2021,2019,24015,Cecil County,Maryland,3.7850290166666665,0.0,8.71413390010627,30.92454835281616,41.12646121147715,13.1,97.9,43.0,102552,24.6,36.7,40.8,99.0,0.3,3.5,2.1,4.9,53.189594689405794,3.26,79.7,,12.0,29.3,96.63521655109696,84.8,78.6,34.2,34.0,22.4,18.2,5.5,9.8,5.2,35.9,7.331022190884698,8.300526862134477,6.8413733670211725,7.1,7.6,17.3,70.6,84.5,14.8,1.3,76887.0
7468,2021,2019,24017,Charles County,Maryland,6.169098774999999,0.0,14.302461899179368,38.68698710433763,36.5767878077374,6.5,98.6,40.1,159428,19.1,37.9,38.4,92.9,0.3,2.1,3.3,5.1,52.054140127388536,3.28,89.9,,10.0,34.1,97.37078807168062,89.2,82.7,36.1,33.7,21.3,25.9,8.2,6.3,3.5,42.0,4.776699509828193,6.7881368520077245,18.775065603802545,6.2,6.1,31.2,71.1,87.5,17.2,1.8,100003.0
7469,2021,2019,24019,Dorchester County,Maryland,2.6938818416666663,0.0,11.442786069651742,61.19402985074627,9.45273631840796,21.3,98.9,42.0,32138,36.2,36.6,44.6,89.5,0.1,1.3,3.0,8.7,43.34370021998028,2.96,79.3,,13.1,29.8,98.5977564102564,94.8,86.4,22.1,33.5,21.4,15.1,6.3,15.8,8.0,33.3,4.468371467025571,9.158815612382234,6.312247644683715,11.9,7.0,18.6,74.1,77.1,13.2,2.4,52917.0
7470,2021,2019,24021,Frederick County,Maryland,6.8921551249999995,0.0,22.34146341463415,21.365853658536587,49.46341463414634,5.1,98.7,38.2,251422,22.6,37.4,39.1,97.2,0.4,2.5,3.1,6.2,56.95372111622679,3.13,82.8,,9.8,28.6,97.97947621106282,91.0,67.3,47.3,40.7,21.8,16.8,14.6,6.8,4.2,47.4,6.6045963816353455,7.573668085487033,8.764880841452415,8.9,8.0,20.0,61.8,88.8,23.2,2.5,97730.0
7471,2021,2019,24023,Garrett County,Maryland,3.8485576583333336,0.0,9.443099273607748,42.3728813559322,38.983050847457626,35.7,99.1,30.3,29235,37.2,31.8,46.2,98.1,0.1,2.1,1.8,4.5,52.69215291750504,2.8,83.1,,10.3,24.6,96.9592937714566,90.7,79.6,30.6,34.6,17.4,16.4,3.1,10.4,3.8,35.9,6.178803172314348,10.0,5.803893294881038,15.3,7.0,17.8,79.5,76.9,11.5,2.1,52617.0
7472,2021,2019,24025,Harford County,Maryland,5.296169091666667,0.0,0.0,37.42765273311897,53.89067524115756,6.2,98.7,40.0,252222,25.6,36.3,40.9,96.0,0.4,2.1,2.6,5.9,57.63184503219626,3.14,81.5,,9.2,28.3,97.21705115818745,85.9,81.2,40.0,37.3,18.2,20.6,7.4,7.2,4.2,44.5,6.80041428516629,7.137979976216963,10.847366604012429,7.899999999999999,8.3,21.2,60.9,88.6,21.3,1.6,89147.0
7473,2021,2019,24027,Howard County,Maryland,12.042702416666666,1.2684989429175475,18.710359408033828,49.15433403805497,20.718816067653275,4.5,97.9,35.6,318855,21.6,39.3,38.8,95.7,0.8,2.6,4.3,5.2,59.56818779013752,3.26,74.4,,7.6,29.5,97.75627446660678,89.9,79.2,49.5,47.4,18.5,17.0,25.4,5.0,3.8,62.1,6.25946758416609,7.463685576392395,11.816132176282014,9.0,10.6,22.9,51.6,93.9,31.1,2.2,121160.0
7474,2021,2019,24029,Kent County,Maryland,4.87368825,0.0,3.2085561497326207,0.0,78.6096256684492,24.9,99.8,47.3,19536,45.2,27.2,48.1,90.7,0.5,4.1,3.5,6.5,47.28971962616823,2.83,81.9,,9.8,31.9,97.48154580981328,88.7,30.6,57.6,39.1,27.0,10.9,6.2,11.5,4.2,37.9,4.675408426483233,11.468185726569216,6.685296646603611,15.6,8.7,15.0,77.5,74.6,19.5,0.5,58598.0
7475,2021,2019,24031,Montgomery County,Maryland,19.273461083333334,11.695447409733124,23.547880690737838,49.55520669806384,14.050235478806908,4.7,96.8,41.1,1043530,24.4,37.9,39.2,93.5,1.6,3.2,1.7,7.9,54.65992721391023,3.35,66.4,,8.4,31.7,97.43079998873652,85.0,74.2,44.0,48.3,22.3,15.4,41.2,6.8,4.5,56.3,6.380069524913094,8.57723504768696,11.25643996791158,10.6,11.3,21.1,47.9,91.9,27.0,2.9,108820.0
7476,2021,2019,24033,Prince George's County,Maryland,7.044927524999999,2.161383285302594,9.317963496637848,53.91450528338137,25.81652257444765,6.5,96.0,41.2,908670,19.8,34.5,37.1,92.8,0.9,3.5,2.1,7.7,40.14029542979929,3.53,68.2,,10.4,42.1,97.06131004366812,86.9,79.3,47.7,36.7,22.7,22.3,27.3,8.5,6.0,39.8,4.8002860290121045,9.27899608776792,13.414843335048682,6.300000000000001,9.2,25.5,52.4,87.2,18.7,2.2,84920.0
7477,2021,2019,24035,Queen Anne's County,Maryland,6.764440966666666,11.521739130434783,13.043478260869565,33.04347826086956,40.43478260869565,12.3,98.9,44.0,49632,30.7,36.2,44.4,98.5,0.2,1.5,5.3,3.9,59.53598535823868,3.09,90.1,,10.6,24.9,96.6077053549794,91.2,69.3,39.9,37.1,22.6,20.5,5.6,5.7,2.6,44.3,5.915955865091165,7.813600438218953,11.38978010798967,12.5,7.0,21.1,85.0,86.7,21.9,1.8,97034.0
7478,2021,2019,24037,St. Mary's County,Maryland,4.335648533333333,7.671601615074024,23.283983849259755,46.02960969044415,18.842530282637952,10.1,98.7,35.3,112290,19.9,38.6,36.7,100.0,0.5,3.3,3.7,6.0,54.75932136516079,3.23,82.9,,9.7,31.5,97.01470369820288,83.8,84.7,40.9,47.9,20.9,15.4,7.3,8.1,3.3,45.8,2.8902571532053605,6.570083303151033,18.54038391886997,7.5,6.0,32.1,75.2,83.5,18.9,1.4,89845.0
7479,2021,2019,24039,Somerset County,Maryland,1.3827520416666668,7.425742574257425,6.930693069306932,17.326732673267326,32.17821782178218,25.0,98.4,58.8,25729,24.4,26.1,36.2,118.0,0.1,1.4,10.1,5.2,40.55283414975507,2.83,69.9,,11.3,45.1,96.54313298037994,85.5,97.1,63.0,35.1,19.7,13.2,5.9,21.7,8.2,29.0,2.756525652565257,8.674617461746175,10.114761476147612,10.8,9.6,25.7,64.8,73.7,9.7,1.3,37803.0
7480,2021,2019,24041,Talbot County,Maryland,8.890905225,8.49673202614379,8.823529411764707,23.8562091503268,46.07843137254902,16.9,99.2,47.1,37167,53.7,34.8,50.5,90.2,0.4,3.6,3.4,6.5,51.99690954475217,2.66,82.8,,10.9,22.7,97.99846035411856,82.3,77.1,35.8,36.9,26.5,13.5,7.8,8.7,3.4,45.0,6.231671554252199,10.438754793593503,6.3613805549289415,17.9,10.3,14.0,75.6,86.1,21.0,2.4,73547.0
7481,2021,2019,24043,Washington County,Maryland,3.6731276666666663,0.9249743062692704,0.0,22.30215827338129,61.35662898252826,8.9,98.2,34.6,150109,27.5,35.8,40.5,103.5,0.4,2.0,3.6,8.4,49.495850807531006,3.05,77.7,,11.7,31.3,96.88297784731944,89.4,84.4,25.6,33.4,23.0,17.7,7.5,12.2,5.5,33.6,5.8195034374042125,8.001634773977901,7.9563865656609885,8.1,8.5,17.2,62.6,78.2,13.0,2.0,60860.0
7482,2021,2019,24045,Wicomico County,Maryland,3.499137875,0.0,0.0,13.613861386138614,71.78217821782178,10.8,97.1,45.9,102539,24.7,35.1,36.1,90.4,0.5,3.4,3.5,11.5,42.78570105575106,3.16,75.6,,11.2,39.4,97.59191176470588,88.2,92.9,58.0,31.6,25.3,15.7,11.2,15.4,7.6,33.0,4.393472088890704,12.222471864212912,5.663922874241713,7.9,7.9,19.1,69.9,80.5,15.8,2.0,56956.0
7483,2021,2019,24047,Worcester County,Maryland,11.500658241666665,0.0,9.433962264150944,34.90566037735849,33.490566037735846,60.8,98.8,41.9,51765,49.3,31.3,50.4,96.0,0.2,2.0,3.5,7.8,49.31413825886188,2.88,78.9,,11.2,25.7,98.8734455010973,86.9,82.2,32.4,29.1,24.6,19.2,5.5,9.0,4.9,34.9,6.647614314115308,19.01093439363817,6.237574552683896,16.0,6.4,16.9,73.1,82.7,18.6,1.1,63499.0
7484,2021,2019,24510,Baltimore city,Maryland,7.4293938666666675,0.2382465057179161,1.8742058449809404,15.930749682337993,37.91296060991105,18.7,97.9,42.3,609032,20.7,31.4,35.4,88.6,0.6,2.5,3.5,9.8,24.269810468559196,3.42,65.2,,11.2,52.5,95.99603522198149,85.7,61.5,44.0,38.2,28.6,15.8,9.9,21.2,8.3,43.7,5.863191022756401,8.74761470764148,7.770000854433083,6.300000000000001,14.7,18.4,15.3,74.5,16.8,2.0,50379.0
7485,2021,2019,25001,Barnstable County,Massachusetts,11.008840083333332,8.169375534644995,28.40034217279726,47.1770744225834,14.84174508126604,42.3,98.7,45.5,213496,54.2,27.8,53.3,91.6,0.5,1.7,2.2,5.0,50.52744293544522,2.77,85.3,,11.6,25.7,98.22497169658742,90.8,72.8,34.6,33.9,26.2,15.6,9.1,6.4,4.1,38.3,5.923473490043986,11.706947926027526,4.869696826372795,17.6,10.6,12.2,80.5,87.7,24.9,1.9,74336.0
7486,2021,2019,25003,Berkshire County,Massachusetts,6.0886086583333325,4.570791527313267,13.377926421404682,31.103678929765888,42.474916387959865,20.7,99.2,39.4,126425,37.6,28.4,47.1,93.7,0.4,2.6,1.1,8.5,42.82378267929141,2.78,66.8,,12.9,33.0,97.72936483583922,91.3,51.9,47.5,36.0,28.7,14.1,7.9,10.9,4.8,38.6,5.046244219472566,10.717410323709537,3.362079740032496,11.8,18.5,12.5,64.7,82.4,18.7,2.0,59230.0
7487,2021,2019,25005,Bristol County,Massachusetts,4.5254547333333335,0.0,0.7466401194624191,56.545545047287206,36.187157789945246,7.4,98.6,37.2,561037,26.6,33.2,41.0,93.8,0.4,1.3,2.5,6.7,46.58853115018907,3.06,58.4,,10.9,34.2,96.65570679665224,91.3,69.3,44.2,33.4,23.1,20.4,21.2,11.3,5.4,37.5,5.8495802156883405,8.732567534338004,3.9586187515368674,7.1,9.6,12.6,55.0,82.1,18.3,1.8,69095.0
7488,2021,2019,25007,Dukes County,Massachusetts,14.974595333333333,65.93406593406593,34.065934065934066,0.0,0.0,62.2,97.8,51.1,17312,40.0,31.8,47.1,97.2,0.0,1.3,0.7,2.9,47.09534368070953,3.27,88.7,,12.1,32.9,93.42668222481524,94.8,47.5,35.6,38.8,34.1,11.0,12.5,7.6,3.4,42.4,6.746849942726231,7.915234822451317,4.0893470790378,28.2,10.7,14.1,87.7,79.0,26.4,1.5,71811.0
7489,2021,2019,25009,Essex County,Massachusetts,8.5639422,5.147058823529411,21.36437908496732,43.50490196078432,24.87745098039216,6.0,97.5,44.5,783676,27.0,34.7,40.9,93.1,0.8,1.3,2.2,6.7,48.55405469711287,3.19,58.4,,10.3,34.0,96.30053979037736,88.3,59.7,41.9,36.3,24.8,20.4,26.5,10.4,4.9,42.3,6.6603053435114505,9.22660990409082,3.9843902916422,9.3,10.8,11.5,51.7,85.8,23.7,2.6,79263.0
7490,2021,2019,25011,Franklin County,Massachusetts,6.1959609166666665,2.8391167192429023,0.0,35.96214511041009,38.801261829652994,10.4,98.6,42.5,70577,34.5,28.6,46.7,94.9,0.4,1.3,3.3,5.8,44.33576499067683,2.86,68.9,,12.9,31.0,97.9249543059886,89.0,74.1,38.0,37.0,32.9,9.7,6.6,9.7,4.9,41.9,3.996950555434546,7.28871705510782,4.315508603790024,12.4,14.0,18.5,66.1,81.9,20.4,2.4,60950.0
7491,2021,2019,25013,Hampden County,Massachusetts,3.88025805,0.0,0.0,25.53191489361702,59.683578832515,7.3,98.0,44.1,467871,26.6,35.2,39.0,93.4,0.5,1.5,1.7,7.9,40.58732715426673,3.16,61.0,,11.2,39.6,96.96517281471304,93.2,64.5,44.8,30.9,24.9,19.3,25.7,16.4,5.8,35.8,7.108273232578437,8.62602783775093,4.5270797923652895,7.1,10.3,14.9,57.2,78.9,16.5,1.6,55429.0
7492,2021,2019,25015,Hampshire County,Massachusetts,6.263446258333333,0.0,5.192629815745393,26.298157453936348,24.623115577889447,7.9,99.1,43.6,161032,24.2,21.7,36.5,87.8,1.2,3.5,6.8,9.8,44.60382745844522,2.89,66.6,,9.8,44.9,97.33347845015236,89.4,72.3,80.9,38.5,32.7,10.4,12.7,12.2,5.5,47.8,4.763942376265868,9.435173299101413,3.735796129891124,9.6,16.6,20.8,62.2,87.8,23.9,2.0,70876.0
7493,2021,2019,25017,Middlesex County,Massachusetts,10.114971341666667,6.86317641882974,31.91816981962165,41.50901891772988,12.71447426308843,5.1,98.1,35.1,1600842,23.0,30.7,38.5,95.8,1.5,2.6,2.6,6.8,51.541569598136284,3.12,55.5,,7.9,35.9,97.48766359150396,89.8,38.0,55.2,47.7,22.9,15.6,26.5,7.4,3.8,57.0,7.190980895159657,7.094331555615563,3.309817952699206,9.2,14.4,10.8,49.1,89.7,27.5,3.5,102603.0
7494,2021,2019,25019,Nantucket County,Massachusetts,18.42139925,72.6829268292683,14.146341463414632,0.0,13.170731707317074,69.9,99.2,42.4,11168,22.6,32.0,40.3,105.0,0.8,1.9,3.5,4.5,50.28279019660652,3.31,86.5,,11.5,36.1,87.55444928438084,80.9,64.5,54.9,37.6,31.4,14.2,11.7,8.7,2.9,35.3,7.291991274540354,10.267996260517297,4.814583982549081,22.7,11.4,12.5,81.0,91.7,31.3,0.8,107717.0
7495,2021,2019,25021,Norfolk County,Massachusetts,9.715606016666667,20.390379923318232,35.58731265249216,37.434646218194494,6.587661205995119,4.8,98.3,37.9,700437,26.6,33.9,40.9,92.6,1.1,2.1,4.0,4.3,53.72370900866943,3.17,63.9,,8.1,32.3,98.00858757062149,87.2,38.0,51.0,41.4,23.1,19.5,22.2,6.3,4.2,54.0,10.318015003866565,8.171606391657786,3.60082167827522,8.8,13.6,11.4,58.3,90.1,28.6,2.9,103291.0
7496,2021,2019,25023,Plymouth County,Massachusetts,6.492442141666667,3.577441077441077,20.707070707070702,46.67508417508417,24.284511784511785,9.4,98.8,43.0,515303,29.0,35.8,42.7,94.5,0.4,1.1,3.1,5.4,53.75226715032541,3.23,75.1,,9.6,31.8,97.83901360664846,91.9,66.9,45.6,32.9,23.9,22.2,13.6,7.4,5.0,40.2,8.71413945911207,9.347840707832338,4.271505115194631,8.9,10.3,12.7,70.3,88.2,23.7,2.3,89489.0
7497,2021,2019,25025,Suffolk County,Massachusetts,8.899585741666668,14.878510571158094,46.98643105080468,33.73303881350584,3.928684127485011,8.1,96.5,40.8,796605,16.5,23.5,32.8,93.5,1.9,3.9,4.1,9.0,29.58359690683053,3.19,20.1,,7.7,53.8,97.36490628831667,87.4,25.8,65.0,41.8,26.9,19.0,39.9,18.2,6.4,47.7,8.560142763526368,11.050114623511083,3.868855284132523,5.8,17.9,10.6,13.9,84.9,25.3,2.5,69669.0
7498,2021,2019,25027,Worcester County,Massachusetts,6.001912325,0.0,10.027784794139931,36.87799949482192,44.32937610507704,7.5,98.1,38.0,824772,24.1,33.6,40.2,97.3,0.7,1.5,1.9,6.7,49.08162903168565,3.15,64.1,,10.8,34.1,97.54466498402508,90.9,54.8,50.6,39.2,21.9,18.4,19.7,10.1,5.0,42.3,6.139797742261247,7.681147739179496,3.685300992324068,8.6,10.0,12.9,58.1,85.6,22.0,2.1,74679.0
7499,2021,2019,26001,Alcona County,Michigan,1.8377728333333334,0.0,2.0,15.333333333333332,41.333333333333336,55.4,99.0,43.5,10353,70.0,25.3,58.2,102.3,0.2,1.0,4.5,3.6,50.14033680834002,2.52,89.8,,14.2,18.3,98.8315481986368,93.6,81.1,19.0,25.5,17.1,19.0,2.2,17.0,7.6,27.1,4.180352343983278,8.898178560764407,5.85249328157659,11.5,9.3,12.7,89.0,71.6,11.3,2.8,40484.0
7500,2021,2019,26003,Alger County,Michigan,3.5050439833333336,0.0,0.0,14.754098360655735,9.836065573770492,55.1,98.4,39.4,9151,41.0,25.2,49.5,124.5,0.1,1.5,10.3,3.6,55.70335882939808,3.4,86.3,,14.1,31.1,94.89120151371807,91.1,98.2,18.6,27.0,20.3,18.0,1.5,11.2,5.2,26.0,2.506426735218509,19.50514138817481,6.9730077120822616,8.8,6.0,15.1,84.5,74.4,11.6,1.3,45570.0
7501,2021,2019,26005,Allegan County,Michigan,3.1222255249999997,4.850746268656716,5.348258706467662,22.139303482587064,39.800995024875625,15.2,97.6,32.5,116143,26.9,40.9,39.8,99.8,0.2,0.7,3.4,4.7,59.22470978441128,3.07,80.4,,10.8,25.3,97.06077557599318,87.6,77.8,25.3,27.8,23.2,20.3,6.0,10.4,2.8,30.5,3.2788647602666097,8.227621300078836,2.1697842757829857,9.6,7.2,7.5,77.2,79.4,15.1,0.9,62965.0
7502,2021,2019,26007,Alpena County,Michigan,2.3026694083333332,0.0,0.0,13.85135135135135,41.55405405405405,20.6,99.5,31.4,28520,38.9,32.0,48.1,97.3,0.3,0.7,3.6,8.8,45.99278544542032,2.74,82.9,,15.8,24.1,97.41336012054244,92.0,91.5,24.2,27.4,20.3,18.6,3.0,14.3,6.0,30.0,3.7031188314251873,7.92735886300829,4.145282273983419,9.9,11.7,9.6,81.6,76.8,11.4,1.6,43363.0
7503,2021,2019,26009,Antrim County,Michigan,5.05607115,2.33160621761658,13.730569948186528,17.098445595854923,43.26424870466321,45.2,99.0,42.4,23206,48.4,33.2,51.3,99.6,0.2,1.4,5.4,3.9,58.18769572684109,2.73,88.1,,10.7,21.0,96.2334053720284,93.1,87.5,23.9,31.3,19.2,18.9,2.3,11.0,3.8,29.0,4.477611940298507,11.99004975124378,3.3034825870646767,13.7,7.9,10.4,86.8,79.8,18.1,1.2,56165.0
7504,2021,2019,26011,Arenac County,Michigan,2.2302750833333334,0.0,9.95260663507109,7.582938388625592,20.85308056872038,33.2,98.8,38.3,15070,42.2,31.3,50.0,102.7,0.1,0.5,5.6,4.7,49.85542535382743,2.79,80.9,,13.7,23.7,94.31093673369298,96.9,77.8,25.3,23.7,20.1,17.7,1.8,17.1,7.1,24.4,2.9800203183203524,9.820521503555703,3.979004402302743,10.1,8.3,8.8,80.4,71.6,8.7,0.7,42290.0
7505,2021,2019,26013,Baraga County,Michigan,1.4224407833333332,0.0,0.0,0.0,31.57894736842105,41.4,96.9,35.2,8421,35.9,29.7,45.5,123.7,0.0,1.3,6.4,4.1,47.82748632121017,2.9,83.0,,12.3,35.5,96.286701208981,90.9,86.9,17.4,31.0,19.1,12.7,3.2,14.8,6.1,28.1,4.319506342132328,11.381556393555025,10.284538909838876,7.699999999999999,9.9,24.0,82.3,74.4,9.7,2.1,46065.0
7506,2021,2019,26015,Barry County,Michigan,2.482348625,0.0,0.0,25.30864197530864,37.65432098765432,11.9,98.4,32.2,60540,30.2,37.3,42.5,101.3,0.3,0.8,3.7,5.5,58.24003951267699,2.9,88.4,,11.7,22.1,96.41091556258652,90.3,80.0,26.1,29.4,21.1,21.1,2.5,7.7,4.8,29.3,5.429553264604811,6.951890034364261,3.312714776632302,10.2,8.4,8.7,87.0,80.1,14.8,1.1,64490.0
7507,2021,2019,26017,Bay County,Michigan,2.492474175,0.0,1.1752136752136753,2.938034188034188,26.442307692307693,8.2,99.2,37.5,104104,32.7,34.1,43.4,96.6,0.2,0.7,3.2,6.9,45.97307111121135,2.87,81.4,,13.8,28.9,98.14275985884974,89.7,88.0,33.7,25.3,19.0,25.0,2.1,15.8,6.4,29.8,4.744091140962421,9.54344499234824,3.4092841353511307,8.4,9.9,10.7,77.7,81.7,13.0,1.4,48819.0
